t,x,y,doc_id,hilbert_idx
2889622,82,226,md_30104,26530
2889623,86,226,md_30104,26552
2889624,93,224,md_30104,26619
2889625,99,223,md_30104,27984
2889626,105,223,md_30104,27964
2889627,110,223,md_30104,27907
2889628,115,221,md_30104,27892
2889629,121,220,md_30104,27675
2889630,126,220,md_30104,27654
2889631,131,220,md_30104,37877
2889632,136,220,md_30104,37658
2889633,141,218,md_30104,37687
2889634,146,218,md_30104,37602
2889635,151,218,md_30104,37587
2889636,155,218,md_30104,37515
2889637,160,217,md_30104,40297
2889638,164,217,md_30104,40307
2889639,168,215,md_30104,40405
2889640,171,215,md_30104,40410
2889641,176,215,md_30104,40127
2889642,180,215,md_30104,40069
2889643,184,215,md_30104,40063
2889644,188,213,md_30104,40009
2889645,192,212,md_30104,41904
2889646,196,212,md_30104,41866
2889647,198,212,md_30104,41868
2889648,202,212,md_30104,41844
2889649,206,211,md_30104,41809
2889650,209,210,md_30104,41485
2889651,213,210,md_30104,41527
2889652,217,209,md_30104,41538
2889653,220,209,md_30104,41553
2889654,224,209,md_30104,44457
2889655,227,209,md_30104,44462
2889656,230,208,md_30104,44478
2889657,235,207,md_30104,44602
2889658,238,206,md_30104,44546
2889659,241,205,md_30104,44882
2889660,244,205,md_30104,44899
2889661,247,205,md_30104,44908
2889662,250,204,md_30104,44958
2889663,254,204,md_30104,44974
2889664,258,204,md_30104,127220
2889665,261,202,md_30104,127197
2889666,265,202,md_30104,127111
2889667,267,202,md_30104,127115
2889668,271,201,md_30104,127126
2889669,274,201,md_30104,127853
2889670,278,200,md_30104,127870
2889671,280,199,md_30104,127957
2889672,284,199,md_30104,127973
2889673,287,199,md_30104,127978
2889674,291,199,md_30104,128048
2889675,293,197,md_30104,128034
2889676,296,197,md_30104,128217
2889677,299,196,md_30104,128223
2889678,302,196,md_30104,128198
2889679,305,196,md_30104,128273
2889680,307,196,md_30104,128287
2889681,310,194,md_30104,128306
2889682,312,194,md_30104,128324
2889683,314,194,md_30104,128328
2889684,316,194,md_30104,128350
2889685,317,193,md_30104,128338
2889686,319,193,md_30104,128342
2889687,321,193,md_30104,117416
2889688,322,193,md_30104,117421
2889689,324,193,md_30104,117427
2889690,325,192,md_30104,117425
2889691,327,191,md_30104,122858
2889692,329,191,md_30104,122644
2889693,331,191,md_30104,122640
2889694,333,191,md_30104,122638
2889695,336,190,md_30104,122622
2889696,337,190,md_30104,122621
2889697,339,189,md_30104,122614
2889698,342,189,md_30104,122573
2889699,344,189,md_30104,122555
2889700,345,188,md_30104,122553
2889701,347,188,md_30104,122549
2889702,349,187,md_30104,122524
2889703,351,186,md_30104,122521
2889704,353,186,md_30104,119143
2889705,355,185,md_30104,119150
2889706,358,186,md_30104,119160
2889707,359,185,md_30104,119164
2889708,361,185,md_30104,119080
2889709,363,185,md_30104,119076
2889710,364,183,md_30104,119269
2889711,366,182,md_30104,119272
2889712,368,182,md_30104,118974
2889713,370,182,md_30104,118968
2889714,370,181,md_30104,118967
2889715,372,179,md_30104,118943
2889716,373,179,md_30104,118942
2889717,374,178,md_30104,118930
2889718,375,177,md_30104,118932
2889719,377,176,md_30104,118889
2889720,377,175,md_30104,119702
2889721,377,174,md_30104,119703
2889722,377,173,md_30104,119698
2889723,379,173,md_30104,119708
2889724,379,172,md_30104,119711
2889725,379,171,md_30104,119690
2889727,379,170,md_30104,119689
2889729,379,169,md_30104,119686
2889730,379,167,md_30104,119760
2889732,378,166,md_30104,119762
2889733,377,166,md_30104,119767
2889734,377,165,md_30104,119768
2889736,377,163,md_30104,119780
2889737,376,162,md_30104,119782
2889738,375,162,md_30104,119577
2889739,375,161,md_30104,119574
2889740,374,160,md_30104,119572
2889741,372,160,md_30104,119568
2889742,372,158,md_30104,119884
2889743,370,158,md_30104,119890
2889744,370,157,md_30104,119901
2889745,368,157,md_30104,119897
2889746,366,155,md_30104,120731
2889747,364,154,md_30104,120734
2889748,363,154,md_30104,120715
2889749,361,154,md_30104,120711
2889750,360,153,md_30104,120707
2889751,357,152,md_30104,120793
2889752,356,151,md_30104,120613
2889753,353,151,md_30104,120598
2889754,351,150,md_30104,121067
2889755,349,150,md_30104,121063
2889756,347,149,md_30104,121052
2889757,345,149,md_30104,121042
2889758,343,149,md_30104,120964
2889759,340,147,md_30104,121013
2889760,339,147,md_30104,120992
2889761,334,146,md_30104,121688
2889762,332,146,md_30104,121694
2889763,328,146,md_30104,121668
2889764,325,145,md_30104,121656
2889765,309,153,md_30104,124018
2889766,308,153,md_30104,124019
2889767,306,153,md_30104,124013
2889768,304,153,md_30104,124009
2889769,303,153,md_30104,124822
2889770,302,153,md_30104,124823
2889771,300,153,md_30104,124817
2889772,299,153,md_30104,124812
2889773,293,151,md_30104,124710
2889774,291,151,md_30104,124698
2889775,289,151,md_30104,124694
2889776,286,151,md_30104,125161
2889777,284,151,md_30104,125157
2889778,282,151,md_30104,125145
2889779,280,151,md_30104,125141
2889780,278,151,md_30104,125057
2889781,276,151,md_30104,125071
2889782,274,151,md_30104,125075
2889783,259,146,md_30104,125705
2889784,252,149,md_30104,48843
2889785,246,150,md_30104,48680
2889786,241,150,md_30104,48701
2889787,237,150,md_30104,48589
2889788,232,151,md_30104,48597
2889789,225,152,md_30104,48451
2889790,221,152,md_30104,47153
2889791,206,150,md_30104,47592
2889792,202,150,md_30104,47576
2889793,201,151,md_30104,47574
2889794,197,151,md_30104,47502
2889795,193,152,md_30104,47467
2889796,187,153,md_30104,34444
2889797,182,153,md_30104,34519
2889798,178,154,md_30104,34530
2889799,172,154,md_30104,34612
2889800,169,154,md_30104,34599
2889801,156,163,md_30104,36191
2889802,150,164,md_30104,36236
2889803,135,173,md_30104,36582
2889804,131,173,md_30104,36596
2889805,128,174,md_30104,36604
2889806,123,174,md_30104,28945
2889807,117,175,md_30104,29164
2889808,111,175,md_30104,29184
2889809,108,175,md_30104,29199
2889810,105,176,md_30104,29505
2889811,101,177,md_30104,29496
2889812,83,174,md_30104,30555
2889813,77,174,md_30104,30215
2889814,71,175,md_30104,30272
2889815,65,177,md_30104,30120
2889816,57,178,md_30104,19015
2889817,50,179,md_30104,18955
2889818,45,179,md_30104,19294
2889819,38,181,md_30104,19341
2889820,31,182,md_30104,19691
2889821,25,183,md_30104,19670
2889822,19,183,md_30104,19600
2889823,15,184,md_30104,20373
2889824,12,185,md_30104,20369
2889825,9,185,md_30104,20354
2889611,403,181,md_30105,99892
2889612,406,178,md_30105,99864
2889613,401,181,md_30105,99896
2889614,402,178,md_30105,99848
2889615,399,178,md_30105,99835
2889616,398,178,md_30105,99832
2889617,397,181,md_30105,99784
2889618,394,182,md_30105,99794
2889619,396,178,md_30105,99828
2889620,394,178,md_30105,99810
2889621,392,175,md_30105,99519
2889622,387,178,md_30105,99595
2889623,386,178,md_30105,99592
2889624,383,178,md_30105,118867
2889625,381,178,md_30105,118877
2889626,383,177,md_30105,118868
2889627,381,179,md_30105,118878
2889628,381,177,md_30105,118872
2889630,377,177,md_30105,118888
2889631,375,175,md_30105,119658
2889633,372,177,md_30105,118939
2889642,354,173,md_30105,119389
2889643,353,174,md_30105,119383
2889644,350,177,md_30105,122455
2889645,349,174,md_30105,122285
2889646,347,173,md_30105,122292
2889647,343,175,md_30105,122304
2889648,338,174,md_30105,122360
2889650,340,174,md_30105,122310
2889651,342,174,md_30105,122306
2889652,342,170,md_30105,122322
2889654,347,170,md_30105,122251
2889655,349,170,md_30105,122269
2889656,350,169,md_30105,122263
2889657,352,170,md_30105,119398
2889658,353,170,md_30105,119399
2889660,355,169,md_30105,119406
2889661,357,170,md_30105,119415
2889664,361,175,md_30105,119356
2889678,381,166,md_30105,119757
2889680,383,166,md_30105,119747
2889681,384,166,md_30105,99348
2889682,385,166,md_30105,99351
2889688,390,172,md_30105,99532
2889703,417,163,md_30105,100364
2889704,417,162,md_30105,100365
2889705,418,162,md_30105,100360
2889706,419,162,md_30105,100361
2889707,421,163,md_30105,100404
2889708,422,163,md_30105,100403
2889709,423,162,md_30105,100401
2889710,424,162,md_30105,100420
2889711,426,163,md_30105,100425
2889712,428,162,md_30105,100446
2889713,428,163,md_30105,100447
2889714,430,163,md_30105,100443
2889715,432,164,md_30105,101274
2889716,433,163,md_30105,101284
2889717,434,164,md_30105,101276
2889718,436,163,md_30105,101301
2889719,437,163,md_30105,101302
2889720,439,163,md_30105,101306
2889721,441,163,md_30105,101324
2889722,443,163,md_30105,101322
2889723,444,165,md_30105,101347
2889725,447,165,md_30105,101356
2889726,448,165,md_30105,106161
2889727,450,165,md_30105,106167
2889729,453,165,md_30105,106120
2889730,454,165,md_30105,106125
2889731,456,165,md_30105,106097
2889732,458,165,md_30105,106103
2889733,459,165,md_30105,106102
2889736,464,166,md_30105,105918
2889737,466,166,md_30105,105912
2889738,467,166,md_30105,105913
2889739,468,166,md_30105,105862
2889740,470,166,md_30105,105858
2889742,474,168,md_30105,105772
2889744,477,167,md_30105,105796
2889747,282,47,md_30106,68883
2889748,285,47,md_30106,68878
2889749,288,47,md_30106,67669
2889750,291,45,md_30106,67676
2889768,292,68,md_30106,73354
2889769,293,69,md_30106,73352
2889770,298,65,md_30106,73415
2889772,297,65,md_30106,73410
2889775,295,69,md_30106,73348
2889776,295,70,md_30106,73347
2889777,296,70,md_30106,73428
2889779,297,70,md_30106,73431
2889780,297,71,md_30106,73430
2889782,298,71,md_30106,73433
2889784,299,71,md_30106,73434
2889785,300,71,md_30106,73445
2889787,301,71,md_30106,73446
2889788,302,71,md_30106,73449
2889790,302,72,md_30106,73238
2889791,302,73,md_30106,73239
2889795,304,73,md_30106,73537
2889796,305,73,md_30106,73538
2889797,306,73,md_30106,73543
2889799,306,75,md_30106,73547
2889801,307,75,md_30106,73546
2889804,308,75,md_30106,73589
2889805,309,75,md_30106,73588
2889809,310,76,md_30106,73582
2889810,311,77,md_30106,73580
2889813,312,77,md_30106,73619
2889814,313,77,md_30106,73618
2889816,314,77,md_30106,73629
2889817,314,78,md_30106,73624
2889818,315,78,md_30106,73627
2889819,315,79,md_30106,73626
2889821,316,79,md_30106,73637
2889823,317,79,md_30106,73638
2889825,318,80,md_30106,72790
2889826,319,80,md_30106,72789
2889828,319,81,md_30106,72788
2889829,320,81,md_30106,74667
2889832,321,81,md_30106,74664
2889833,322,81,md_30106,74663
2889834,323,81,md_30106,74660
2889835,323,82,md_30106,74659
2889836,323,83,md_30106,74656
2889837,324,82,md_30106,74652
2889841,325,83,md_30106,74654
2889842,326,84,md_30106,74636
2889844,327,84,md_30106,74639
2889845,328,85,md_30106,74609
2889848,329,85,md_30106,74610
2889850,329,86,md_30106,74621
2889851,330,87,md_30106,74619
2889852,331,87,md_30106,74618
2889857,332,87,md_30106,74565
2889858,333,89,md_30106,74546
2889860,334,88,md_30106,74558
2889861,334,89,md_30106,74557
2889863,335,89,md_30106,74556
2889865,336,89,md_30106,74475
2889866,337,89,md_30106,74472
2889867,338,89,md_30106,74471
2889869,338,91,md_30106,74465
2889871,339,92,md_30106,74485
2889872,340,92,md_30106,74442
2889874,340,93,md_30106,74441
2889875,341,93,md_30106,74440
2889878,342,93,md_30106,74445
2889879,343,93,md_30106,74446
2889880,343,94,md_30106,74433
2889882,344,94,md_30106,74428
2889883,345,95,md_30106,74430
2889886,346,96,md_30106,75716
2889887,347,97,md_30106,75718
2889889,347,96,md_30106,75717
2889892,349,97,md_30106,75768
2889894,349,98,md_30106,75767
2889895,350,98,md_30106,75762
2889897,351,98,md_30106,75761
2889898,351,99,md_30106,75760
2889899,353,99,md_30106,75788
2889900,353,100,md_30106,75793
2889902,353,101,md_30106,75794
2889903,354,101,md_30106,75805
2889906,355,101,md_30106,75804
2889908,355,102,md_30106,75803
2889909,357,104,md_30106,75993
2889910,357,102,md_30106,75815
2889911,358,104,md_30106,75990
2889912,359,104,md_30106,75989
2889914,359,105,md_30106,75988
2889915,359,106,md_30106,75987
2889916,360,106,md_30106,75908
2889917,361,105,md_30106,75906
2889918,362,105,md_30106,75917
2889920,362,106,md_30106,75912
2889921,363,107,md_30106,75914
2889922,363,109,md_30106,75956
2889924,364,108,md_30106,75936
2889925,365,108,md_30106,75939
2889928,366,109,md_30106,75943
2889929,367,109,md_30106,75942
2889930,367,110,md_30106,75945
2889931,368,110,md_30106,76630
2889932,369,110,md_30106,76631
2889933,370,110,md_30106,76626
2889936,370,112,md_30106,76302
2889937,371,113,md_30106,76300
2889938,372,113,md_30106,76305
2889939,373,113,md_30106,76306
2889940,374,113,md_30106,76311
2889941,374,114,md_30106,76312
2889942,375,115,md_30106,76314
2889943,376,115,md_30106,76517
2889944,376,114,md_30106,76518
2889945,377,116,md_30106,76507
2889946,377,117,md_30106,76504
2889948,379,117,md_30106,76510
2889950,379,118,md_30106,76497
2889951,380,118,md_30106,76492
2889952,381,118,md_30106,76493
2889953,382,120,md_30106,76476
2889955,383,120,md_30106,76479
2889956,384,121,md_30106,98243
2889957,385,121,md_30106,98242
2889958,385,122,md_30106,98247
2889959,386,122,md_30106,98248
2889960,387,122,md_30106,98251
2889961,389,122,md_30106,98269
2889962,389,123,md_30106,98268
2889963,389,122,md_30106,98269
2889965,391,124,md_30106,98277
2889967,392,125,md_30106,98073
2889968,394,125,md_30106,98077
2889970,394,126,md_30106,98066
2889971,396,127,md_30106,98063
2889974,398,128,md_30106,98558
2889993,384,120,md_30106,98240
2889996,382,118,md_30106,76482
2890001,378,114,md_30106,76514
2890002,379,115,md_30106,76512
2890003,377,113,md_30106,76520
2890004,378,112,md_30106,76524
2890012,374,108,md_30106,76614
2890013,373,108,md_30106,76617
2890014,372,106,md_30106,76660
2890015,370,106,md_30106,76642
2890016,368,105,md_30106,76649
2890017,369,105,md_30106,76648
2890018,367,105,md_30106,75926
2890021,366,105,md_30106,75927
2890022,365,105,md_30106,75922
2890023,364,105,md_30106,75921
2890024,363,104,md_30106,75919
2890025,362,104,md_30106,75918
2890026,362,102,md_30106,75890
2890027,361,104,md_30106,75905
2890028,360,103,md_30106,75903
2890029,360,101,md_30106,75899
2890030,360,102,md_30106,75900
2890031,361,101,md_30106,75896
2890032,359,101,md_30106,75820
2890034,358,101,md_30106,75821
2890035,357,100,md_30106,75809
2890036,355,101,md_30106,75804
2890037,355,100,md_30106,75807
2890038,355,98,md_30106,75785
2890039,354,98,md_30106,75784
2890040,354,97,md_30106,75783
2890041,353,97,md_30106,75778
2890042,352,97,md_30106,75777
2890044,351,97,md_30106,75774
2890045,350,97,md_30106,75773
2890046,350,96,md_30106,75772
2890047,349,96,md_30106,75771
2890048,348,95,md_30106,74415
2890049,348,94,md_30106,74414
2890050,347,94,md_30106,74419
2890052,346,94,md_30106,74418
2890054,345,93,md_30106,74424
2890058,342,91,md_30106,74449
2890062,338,91,md_30106,74465
2890064,336,90,md_30106,74476
2890078,327,85,md_30106,74638
2890095,318,84,md_30106,72780
2890096,318,79,md_30106,73641
2890098,317,79,md_30106,73638
2890099,316,79,md_30106,73637
2890102,315,79,md_30106,73626
2890106,312,78,md_30106,73620
2890111,310,77,md_30106,73581
2890114,309,77,md_30106,73570
2890116,308,77,md_30106,73571
2890122,299,76,md_30106,73269
2890124,302,75,md_30106,73233
2890125,301,74,md_30106,73245
2890126,300,74,md_30106,73244
2890127,300,75,md_30106,73247
2890129,300,74,md_30106,73244
2889789,477,246,md_30107,109799
2889790,476,247,md_30107,109797
2889791,475,244,md_30107,109791
2889792,473,244,md_30107,109777
2889793,471,246,md_30107,109699
2889794,469,245,md_30107,109704
2889795,467,244,md_30107,109727
2889796,465,244,md_30107,109723
2889797,462,246,md_30107,110440
2889798,460,244,md_30107,110432
2889799,459,244,md_30107,110453
2889800,457,244,md_30107,110457
2889801,454,246,md_30107,110376
2889802,453,244,md_30107,110369
2889803,451,244,md_30107,110367
2889804,449,244,md_30107,110353
2889805,447,244,md_30107,110671
2889807,445,244,md_30107,110667
2889808,441,243,md_30107,110702
2889809,439,244,md_30107,110735
2889810,436,244,md_30107,110730
2889811,435,244,md_30107,110773
2889812,433,244,md_30107,110771
2889813,430,246,md_30107,111080
2889814,430,243,md_30107,111091
2889815,428,244,md_30107,111072
2889816,424,244,md_30107,111056
2889817,423,244,md_30107,110981
2889818,421,242,md_30107,111031
2889819,419,241,md_30107,111022
2889820,417,244,md_30107,111003
2889821,416,241,md_30107,111017
2889822,414,241,md_30107,114263
2889823,411,242,md_30107,114251
2889824,409,241,md_30107,114242
2889825,407,240,md_30107,114239
2889826,405,241,md_30107,114232
2889827,403,240,md_30107,114181
2889828,402,239,md_30107,114171
2889829,400,240,md_30107,114176
2889830,398,241,md_30107,114519
2889831,395,241,md_30107,114532
2889832,392,241,md_30107,114539
2889833,390,241,md_30107,114583
2889834,389,239,md_30107,113766
2889835,387,239,md_30107,113754
2889836,385,239,md_30107,113750
2889837,384,239,md_30107,113749
2889838,381,238,md_30107,114957
2889839,379,236,md_30107,114975
2889840,378,236,md_30107,114972
2889841,375,238,md_30107,115177
2889842,374,236,md_30107,115172
2889843,373,236,md_30107,115171
2889844,372,235,md_30107,115167
2889845,370,234,md_30107,115144
2889846,368,235,md_30107,115141
2889847,366,232,md_30107,115262
2889848,364,233,md_30107,115251
2889849,362,233,md_30107,115245
2889850,361,234,md_30107,115239
2889851,357,234,md_30107,115421
2889852,357,233,md_30107,115410
2889853,355,233,md_30107,115404
2889854,353,233,md_30107,115394
2889855,352,233,md_30107,115395
2889856,347,233,md_30107,116614
2889857,346,233,md_30107,116615
2889858,344,233,md_30107,116609
2889859,343,233,md_30107,116606
2889860,344,231,md_30107,116693
2889861,342,230,md_30107,116520
2889862,340,231,md_30107,116527
2889863,339,230,md_30107,116531
2889864,338,231,md_30107,116529
2889865,336,229,md_30107,116539
2889866,331,231,md_30107,116442
2889867,329,228,md_30107,116433
2889868,328,228,md_30107,116432
2889869,325,228,md_30107,116361
2889870,323,228,md_30107,116383
2889871,322,228,md_30107,116380
2889872,319,228,md_30107,129381
2889873,317,228,md_30107,129379
2889874,316,228,md_30107,129376
2889875,314,228,md_30107,129398
2889876,312,228,md_30107,129402
2889877,311,228,md_30107,129327
2889878,309,228,md_30107,129313
2889879,306,228,md_30107,129310
2889880,305,228,md_30107,129297
2889881,302,228,md_30107,129222
2889882,301,228,md_30107,129225
2889883,299,231,md_30107,129232
2889884,297,231,md_30107,129236
2889885,295,231,md_30107,129066
2889886,292,232,md_30107,129146
2889887,291,232,md_30107,129093
2889888,289,230,md_30107,129085
2889889,288,232,md_30107,129088
2889890,287,233,md_30107,130364
2889891,284,233,md_30107,130355
2889892,281,232,md_30107,130347
2889893,280,231,md_30107,130431
2889894,278,231,md_30107,130435
2889895,276,232,md_30107,130512
2889896,274,233,md_30107,130509
2889897,272,231,md_30107,130495
2889898,270,233,md_30107,130621
2889899,269,233,md_30107,130610
2889900,267,233,md_30107,130606
2889901,265,233,md_30107,130600
2889902,263,234,md_30107,130777
2889903,261,233,md_30107,130770
2889904,259,233,md_30107,130764
2889905,257,233,md_30107,130754
2889906,257,234,md_30107,130759
2889907,255,234,md_30107,43795
2889908,252,234,md_30107,43804
2889909,250,234,md_30107,43810
2889910,249,234,md_30107,43821
2889911,248,234,md_30107,43820
2889912,246,234,md_30107,43896
2889913,244,234,md_30107,43892
2889914,243,233,md_30107,43886
2889915,240,233,md_30107,43881
2889916,239,233,md_30107,43158
2889918,238,233,md_30107,43159
2889919,237,232,md_30107,43155
2889921,237,231,md_30107,43116
2889922,236,231,md_30107,43119
2889924,235,229,md_30107,43124
2889925,234,229,md_30107,43127
2889926,234,228,md_30107,43126
2889928,233,226,md_30107,43079
2889929,232,226,md_30107,43076
2889930,231,225,md_30107,43070
2889931,230,224,md_30107,43068
2889933,230,223,md_30107,44353
2889934,230,221,md_30107,44359
2889935,228,217,md_30107,44403
2889936,227,216,md_30107,44399
2889937,227,217,md_30107,44398
2889939,226,217,md_30107,44397
2889940,224,216,md_30107,44394
2889941,224,215,md_30107,44437
2889942,223,214,md_30107,41577
2889943,222,214,md_30107,41576
2889944,220,213,md_30107,41569
2889945,219,212,md_30107,41589
2889946,218,213,md_30107,41591
2889947,216,212,md_30107,41594
2889948,215,213,md_30107,41516
2889949,211,214,md_30107,41499
2889950,209,213,md_30107,41490
2889951,208,213,md_30107,41491
2889952,206,213,md_30107,41805
2889953,204,212,md_30107,41802
2889954,203,212,md_30107,41845
2889955,201,212,md_30107,41843
2889956,200,212,md_30107,41840
2889957,198,210,md_30107,41874
2889958,196,211,md_30107,41887
2889959,195,210,md_30107,41891
2889960,193,210,md_30107,41901
2889961,192,211,md_30107,41903
2889962,190,211,md_30107,40017
2889963,187,210,md_30107,40035
2889964,185,210,md_30107,40045
2889965,184,209,md_30107,40043
2889966,183,209,md_30107,40084
2889967,181,209,md_30107,40088
2889968,180,209,md_30107,40091
2889969,178,207,md_30107,40793
2889970,176,207,md_30107,40789
2889971,174,209,md_30107,40445
2889972,173,207,md_30107,40452
2889973,171,207,md_30107,40506
2889974,170,209,md_30107,40391
2889975,167,207,md_30107,40512
2889976,165,207,md_30107,40526
2889977,164,207,md_30107,40527
2889978,162,207,md_30107,40531
2889979,160,207,md_30107,40533
2889980,159,207,md_30107,37290
2889981,156,207,md_30107,37295
2889982,154,207,md_30107,37297
2889983,152,207,md_30107,37311
2889984,151,207,md_30107,37312
2889985,150,207,md_30107,37315
2889986,147,206,md_30107,37369
2889987,146,207,md_30107,37371
2889988,144,207,md_30107,37375
2889989,142,207,md_30107,37033
2889990,139,207,md_30107,37018
2889995,131,209,md_30107,37796
2889996,129,208,md_30107,37801
2889997,127,207,md_30107,28586
2889998,125,207,md_30107,28582
2889999,124,207,md_30107,28581
2890000,121,207,md_30107,28566
2890001,120,208,md_30107,27754
2890002,118,209,md_30107,27799
2890003,115,209,md_30107,27812
2890004,113,209,md_30107,27816
2890005,113,210,md_30107,27821
2890006,111,210,md_30107,28145
2890007,109,210,md_30107,28151
2890008,106,215,md_30107,28121
2890009,103,215,md_30107,28032
2890010,104,213,md_30107,28115
2890011,103,213,md_30107,28036
2890012,100,212,md_30107,28042
2890013,98,213,md_30107,28061
2890014,96,212,md_30107,28058
2890015,95,213,md_30107,25190
2890016,93,212,md_30107,25187
2890017,92,212,md_30107,25184
2890018,90,212,md_30107,25206
2890019,87,212,md_30107,25135
2890020,85,214,md_30107,25127
2890021,83,214,md_30107,25115
2890022,82,213,md_30107,25117
2890023,80,213,md_30107,25107
2890024,79,213,md_30107,25422
2890025,77,213,md_30107,25416
2890026,76,213,md_30107,25417
2890027,74,214,md_30107,25464
2890028,70,215,md_30107,25475
2890029,69,215,md_30107,25476
2890030,68,215,md_30107,25477
2890031,67,215,md_30107,25530
2890032,65,215,md_30107,25532
2890033,62,221,md_30107,23559
2890034,61,218,md_30107,23607
2890035,58,218,md_30107,23586
2890036,57,217,md_30107,23592
2890037,55,216,md_30107,23765
2890038,54,217,md_30107,23767
2890039,52,217,md_30107,23761
2890040,49,218,md_30107,23751
2890041,46,217,md_30107,23831
2890042,46,218,md_30107,23826
2890043,45,218,md_30107,23837
2890044,42,218,md_30107,23842
2890045,41,220,md_30107,23859
2890046,40,221,md_30107,23857
2890047,38,223,md_30107,23873
2890048,35,219,md_30107,23904
2890049,34,219,md_30107,23907
2890050,33,220,md_30107,23899
2890051,31,220,md_30107,21157
2890053,33,218,md_30107,23911
2890054,32,218,md_30107,23910
2890055,31,218,md_30107,21145
2890056,30,218,md_30107,21144
2890057,29,222,md_30107,21165
2890058,29,225,md_30107,22520
2890059,23,222,md_30107,21185
2890060,23,225,md_30107,22460
2890061,23,223,md_30107,21184
2890122,33,225,md_30107,22530
2890125,34,225,md_30107,22535
2890126,34,224,md_30107,22532
2890128,37,223,md_30107,23886
2889795,10,239,md_30108,21681
2889796,13,238,md_30108,21677
2889797,15,236,md_30108,21669
2889798,17,236,md_30108,22363
2889799,22,236,md_30108,22342
2889800,25,235,md_30108,22318
2889801,29,234,md_30108,22301
2889802,34,233,md_30108,22759
2889803,41,233,md_30108,22658
2889804,49,231,md_30108,23444
2889805,54,231,md_30108,23425
2889806,60,230,md_30108,23524
2889807,63,230,md_30108,23531
2889808,69,228,md_30108,25633
2889809,75,228,md_30108,25717
2889810,82,226,md_30108,26530
2889811,88,226,md_30108,26574
2889812,93,225,md_30108,26616
2889813,99,224,md_30108,26629
2889814,105,223,md_30108,27964
2889815,111,223,md_30108,27904
2889816,118,222,md_30108,27880
2889817,124,221,md_30108,27659
2889818,130,220,md_30108,37878
2889819,136,219,md_30108,37669
2889820,141,218,md_30108,37687
2889821,147,218,md_30108,37603
2889822,152,217,md_30108,37507
2889823,160,216,md_30108,40298
2889824,166,215,md_30108,40321
2889825,171,215,md_30108,40410
2889826,177,214,md_30108,40125
2889827,182,213,md_30108,40077
2889828,189,213,md_30108,40008
2889829,196,212,md_30108,41866
2889830,201,212,md_30108,41843
2889831,206,211,md_30108,41809
2889832,211,209,md_30108,41478
2889833,214,208,md_30108,41532
2889834,220,207,md_30108,41391
2889835,223,207,md_30108,41386
2889836,226,206,md_30108,44626
2889837,230,205,md_30108,44615
2889838,233,205,md_30108,44594
2889839,235,205,md_30108,44598
2889840,238,205,md_30108,44557
2889841,239,204,md_30108,44559
2889842,241,204,md_30108,44881
2889843,242,204,md_30108,44894
2889846,244,204,md_30108,44896
2889849,246,204,md_30108,44910
2889852,248,204,md_30108,44944
2889858,250,204,md_30108,44958
2889859,251,204,md_30108,44959
2889861,252,204,md_30108,44960
2889864,252,203,md_30108,44981
2889867,254,202,md_30108,44978
2889869,256,202,md_30108,127212
2889870,257,202,md_30108,127213
2889872,259,202,md_30108,127203
2889873,261,202,md_30108,127197
2889874,263,202,md_30108,127187
2889875,264,202,md_30108,127108
2889876,267,202,md_30108,127115
2889877,269,201,md_30108,127122
2889878,271,201,md_30108,127126
2889879,274,200,md_30108,127852
2889880,276,199,md_30108,127887
2889881,280,199,md_30108,127957
2889882,282,199,md_30108,127961
2889883,286,199,md_30108,127977
2889884,288,199,md_30108,128063
2889885,291,199,md_30108,128048
2889886,295,197,md_30108,128038
2889887,298,196,md_30108,128220
2889888,301,196,md_30108,128201
2889889,304,196,md_30108,128272
2889890,306,196,md_30108,128286
2889891,309,194,md_30108,128311
2889892,312,194,md_30108,128324
2889893,316,193,md_30108,128337
2889894,318,193,md_30108,128343
2889895,320,180,md_30108,122800
2889896,321,179,md_30108,122798
2889897,323,179,md_30108,122784
2889898,325,179,md_30108,122782
2889899,327,178,md_30108,122771
2889900,328,178,md_30108,122732
2889901,327,178,md_30108,122771
2889902,328,177,md_30108,122731
2889903,329,177,md_30108,122728
2889905,329,176,md_30108,122729
2889906,328,175,md_30108,122005
2889908,328,174,md_30108,122004
2889909,327,174,md_30108,121963
2889911,327,173,md_30108,121964
2889912,326,173,md_30108,121965
2889913,326,172,md_30108,121966
2889915,326,171,md_30108,121971
2889921,325,170,md_30108,121975
2889924,325,169,md_30108,121976
2889927,324,169,md_30108,121977
2889928,324,168,md_30108,121978
2889817,323,168,md_30109,121925
2889818,325,168,md_30109,121979
2889820,325,169,md_30109,121976
2889822,326,169,md_30109,121981
2889826,327,170,md_30109,121969
2889827,328,170,md_30109,121998
2889828,329,170,md_30109,121997
2889831,329,171,md_30109,121996
2889833,330,171,md_30109,121995
2889834,331,172,md_30109,122015
2889836,332,173,md_30109,122019
2889837,333,173,md_30109,122018
2889838,333,174,md_30109,122023
2889840,334,174,md_30109,122024
2889842,336,174,md_30109,122366
2889843,337,175,md_30109,122364
2889844,338,175,md_30109,122363
2889845,338,176,md_30109,122372
2889846,338,177,md_30109,122375
2889847,339,177,md_30109,122374
2889848,340,177,md_30109,122425
2889849,340,178,md_30109,122422
2889850,354,186,md_30109,119138
2889851,355,188,md_30109,119135
2889852,355,187,md_30109,119136
